,﻿銘柄コード,銘柄名,業種,上場市場,次回決算発表日,次回決算発表時間,時価総額,Average Daily Volume(25days),株価,前営業日終値,本日の株価変化率,Bid,Ask,Mid,Mid_Chg_Pct,当日のVolume,Day_High,Day_Low,過去1カ月トータルリターン,過去3か月トータルリターン,過去6か月トータルリターン,過去1年トータルリターン,過去3年トータルリターン,過去5年トータルリターン,25日移動平均,RSI(14日間),配当利回り,PER,PBR,現値と25日移動平均の乖離,Updated_At
970,3762 JT Equity,テクマトリックス,IT Services,プライム,2026/05/08,14:00,81913856000,307466.6667,1840,1821,0.010433828,1834,1843,1838.5,0.007949561,190400,1847,1819,0.072261072,-0.165168165,-0.11204971,-0.075583875,0.206696551,-0.048838568,1787.666667,55.907177,0.026630435,15.2039657,2.782038322,0.02927466,2026/04/28 6:57
971,3763 JT Equity,プロシップ,Software,プライム,2026/05/15,15:00,49128334000,76014.81481,1538,1513,0.016523463,1520,1539,1529.5,0.012578616,72600,1538,1503,0.089235127,-0.039727137,0.024996374,0.495573906,1.439967721,1.574186925,1425.703704,65.40952258,0.026007802,14.63488795,3.81636321,0.078765522,2026/04/28 6:57
972,3765 JT Equity,ｶﾞﾝﾎｰ・ｵﾝﾗｲﾝ・ｴﾝﾀｰﾃｲﾒﾝﾄ,Entertainment,プライム,2026/05/08,14:00,1.73319E+11,266185.1852,2506,2522,-0.006344171,2504,2507,2505.5,-0.006148354,319200,2538,2470,0.030427632,-0.039846743,-0.007916163,-0.146729604,0.026331509,0.307791923,2517.111111,43.16176306,0.035913807,89.30044858,1.107020254,-0.004414231,2026/04/28 6:57
973,3766 JT Equity,システムズ・デザイン,IT Services,スタンダード,2026/05/08,12:00,4294500000,2140,1227,1227,0,1220,1259,1239.5,0.005271695,600,1257,1221,0.004914005,-0.052976167,0.008074112,0.323292333,0.79154394,1.394536867,1216.24,54.18677981,0.044824776,10.51208594,0.886043551,0.008846938,2026/04/28 6:57
974,3768 JT Equity,リスクモンスター,Professional Services,スタンダード,2026/05/13,15:00,4597427044,3611.111111,602,597,0.008375209,599,602,600.5,0.008396306,5400,602,596,0.076923077,0.021832953,0.231075088,0.238461538,0.085368781,-0.387938774,566.1481481,76.50020863,0.026578073,7.540883079,0.740318948,0.063325919,2026/04/28 6:57
975,3769 JT Equity,ＧＭＯペイメントゲートウェイ,Financial Services,プライム,2026/05/15,14:31,6.07943E+11,327996.2963,7941,7792,0.019122177,7904,7951,7927.5,0.017585521,913300,7983,7870,-0.030284528,-0.109653549,-0.064113141,-0.105145427,-0.218049151,-0.396320887,8378.555556,36.73184777,0.018133736,27.10263023,5.478275568,-0.052223268,2026/04/28 6:57
976,3771 JT Equity,システムリサーチ,Software,プライム,2026/05/11,14:00,28273520000,45733.33333,1691,1657,0.02051901,1673,1695,1684,0.014763483,29900,1691,1664,0.019903498,-0.097596905,-0.193781681,0.005358383,0.542343878,0.959437613,1718.185185,44.4608236,0.041395624,11.55241985,2.219230906,-0.015822034,2026/04/28 6:57
977,3772 JT Equity,ウェルス・マネジメント,"Hotels, Restaurants & Leisure",スタンダード,2026/05/12,15:00,20771723400,24688.88889,1083,1092,-0.008241758,1083,1085,1084,-0.006416132,17700,1096,1080,0.033396947,0.026540284,-0.035618878,0.072277228,-0.273175096,0.812500135,1065.962963,57.00519262,,34.37247711,1.188783614,0.015982766,2026/04/28 6:57
978,3773 JT Equity,アドバンスト・メディア,Software,グロース,2026/05/13,11:00,20066461884,68340.74074,1091,1104,-0.011775362,1091,1095,1093,-0.007266122,24500,1104,1089,-0.025022341,0.051133537,0.12704288,0.266811445,-0.376648741,0.404618603,1107.185185,39.36762785,0.030705775,12.65970461,1.263571849,-0.014618318,2026/04/28 6:57
979,3774 JT Equity,インターネットイニシアティブ,Diversified Telecommunication Services,プライム,2026/05/14,11:00,5.021E+11,681888.8889,2737,2727.5,0.003483043,2736.5,2737.5,2737,0.003943145,637000,2739,2681.5,0.133333333,0.095098234,0.009919473,0.058539916,0.017153853,1.361350513,2586.296296,63.15206942,0.014249178,21.43804679,3.195941589,0.058270084,2026/04/28 6:57
980,3776 JT Equity,ブロードバンドタワー,IT Services,スタンダード,2026/04/30,11:00,14671603500,653266.6667,237,225,0.053333333,236,237,236.5,0.048780488,1130900,238,222,0.203045685,0.281081081,0.442899257,0.698090155,0.740526445,-0.0023207,223.962963,59.63099367,0.012658228,26.70901341,1.658813168,0.058210683,2026/04/28 6:57
981,3777 JT Equity,環境フレンドリーホールディン,Independent Power and Renewable Electricity Producers,グロース,2026/05/15,15:00,18482647860,2629314.815,57,57,0,57,58,57.5,0,1351500,59,57,0.036363636,-1.72E-02,0.055555556,0.727272727,0.14,2.352941176,58.18518519,42.15785194,,,4.651057118,-0.020369192,2026/04/28 6:57
982,3778 JT Equity,さくらインターネット,IT Services,プライム,2026/07/28,,1.33003E+11,3709070.37,3175,3295,-0.036418816,3170,3180,3175,-0.035687168,2552000,3485,3160,0.216941357,0.194998012,-0.046151512,-0.051837643,3.678762272,3.70993331,3145.148148,43.65684762,0.001574803,,4.221691001,0.009491398,2026/04/28 6:57
983,3779 JT Equity,ｼﾞｪｲ･ｴｽｺﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ,Specialty Retail,スタンダード,2026/05/12,14:00,1735198500,42440.74074,150,150,0,149,152,150.5,0.010067114,113800,157,149,0.034482759,-0.112426036,-0.210526316,0.006711409,0.41509434,0.351351351,151.5925926,44.68334261,,,2.826107624,-0.010505742,2026/04/28 6:57
984,3787 JT Equity,テクノマセマティカル,Software,スタンダード,2026/05/14,,998343500,15100,385,373,0.032171582,380,386,383,-0.014157014,20600,387,357,-0.329268293,-0.346349745,-0.31616341,-0.279026217,-0.465277778,-0.526445264,499.4814815,16.16436295,,65.57353595,0.543016543,-0.229200653,2026/04/28 6:57
985,3788 JT Equity,GMOグローバルサイン・ホールデ,IT Services,プライム,2026/05/14,14:00,23187219000,32377.77778,1983,1963,0.010188487,1970,1995,1982.5,0.00788002,25600,1985,1953,0.048097252,-0.100680272,-0.087943218,-0.06912499,-0.454650641,-0.658847575,1998.851852,46.02916438,0.028698941,21.67829015,2.204483588,-0.007930479,2026/04/28 6:57
986,378A JT Equity,ヒット,Media,グロース,2026/05/14,14:00,18104625000,24622.22222,2541,2518,0.009134234,2537,2550,2543.5,0.011130988,27700,2595,2466,0.109606987,0.267331671,0.149253731,-0.046886722,-0.046886722,-0.046886722,2443.851852,58.30492181,0.006887052,15.40001083,4.166090908,0.039752061,2026/04/28 6:57
987,3791 JT Equity,ＩＧポート,Entertainment,スタンダード,2026/07/10,,26793620000,97188.88889,1325,1291,0.026336174,1319,1325,1322,0.024012393,66100,1335,1293,0.053259141,0.101413134,-0.125412541,-0.341166977,0.743484355,2.358843226,1307.481481,52.15542492,0.008301887,23.77861076,2.598000106,0.013398674,2026/04/28 6:57
988,3793 JT Equity,ドリコム,Entertainment,グロース,2026/05/12,14:00,11984608284,58400,407,403,0.009925558,406,407,406.5,0.007434944,33600,409,402,0.043589744,-0.026315789,-0.137711864,-0.220306513,-0.455153949,-0.442965958,407.4814815,45.07840486,,43.88154355,3.778345534,-0.001181603,2026/04/28 6:57
989,3796 JT Equity,いい生活,IT Services,スタンダード,2026/05/14,14:00,4878069000,227833.3333,335,386,-0.132124352,335,338,336.5,-0.127107652,1670900,406,332,0.324110672,0.298744567,0.283986106,0.364073771,0.172333607,0.317360264,306.9259259,53.86226724,0.008955224,72.18379243,2.426636874,0.091468565,2026/04/28 6:57
990,3798 JT Equity,ＵＬＳグループ,IT Services,スタンダード,2026/05/13,14:00,32245765000,201000,505,512,-0.013671875,505,518,511.5,0,214300,513,503,0.024340771,-0.115245562,-0.312385477,0.032808104,0.658018571,0.772752832,520.037037,39.01303655,0.014059406,15.4216838,2.426041279,-0.028915319,2026/04/28 6:57
991,3799 JT Equity,キーウェアソリューションズ,IT Services,スタンダード,2026/05/15,15:00,9957230000,5929.62963,1093,1105,-0.010859729,1092,1098,1095,-0.003186163,4100,1110,1092,-0.013537906,-0.132314421,-0.007361489,0.333433175,1.136311208,0.571457522,1116.481481,36.87232191,0.031107045,9.533294972,1.202212911,-0.02103168,2026/04/28 6:57
992,3800 JT Equity,ユニリタ,Software,スタンダード,2026/05/13,13:00,15208000000,2820,1901,1901,0,1902,1910,1906,0.001839685,3600,1917,1901,-0.012467532,-0.022930793,0.001319115,0.043200472,0.159457024,0.197784127,1924,34.03337092,0.037874803,17.43543306,1.182373393,-0.011954262,2026/04/28 6:57
993,3802 JT Equity,エコミック,Professional Services,スタンダード,2026/05/12,10:00,2201110800,3107.407407,469,470,-0.00212766,469,474,471.5,-0.003171247,1600,473,468,0.002136752,0.004224537,-0.002012882,0.012663399,-0.014472289,-0.064294007,472.1481481,43.75371684,0.02771855,37.49839492,1.198641768,-0.006667713,2026/04/28 6:57
994,3803 JT Equity,イメージ情報開発,IT Services,グロース,2026/05/14,14:00,1849680500,202225.9259,547,551,-0.007259528,546,548,547,-0.003642987,26400,565,547,-0.055267703,0.070450098,-0.296010296,0.231981982,0.196936543,-2.32E-02,596.0740741,40.70527682,,,13.88525906,-0.082328818,2026/04/28 6:57
995,3804 JT Equity,システム　ディ,Software,スタンダード,2026/06/16,,11676906000,3340.740741,599,1860,-0.677956989,591,600,595.5,-0.676182708,7800,642,563,-0.644510386,-0.647854203,-0.710630777,-0.655676871,-0.528041586,-0.581944198,1669.851852,13.38431,0.046744574,17.51429793,2.330388766,-0.641285543,2026/04/28 6:57
996,3807 JT Equity,フィスコ,Capital Markets,グロース,2026/05/14,,4958087976,142737.037,108,108,0,108,109,108.5,-0.004587156,149300,109,107,-0.018181818,-0.12195122,-0.2,-0.12195122,-0.142857143,-0.444952033,110.6296296,39.44886337,,,4.372380941,-0.023769669,2026/04/28 6:57
997,3810 JT Equity,サイバーステップホールディン,Entertainment,スタンダード,2026/07/15,,15468878040,381692.5926,220,219,0.00456621,219,221,220,0.006864989,120900,224,216,-0.140625,-0.290322581,-0.407008086,-0.182156134,-0.588014981,-0.687055477,239.6666667,35.51880361,,,2.414387215,-0.082058414,2026/04/28 6:57
998,3815 JT Equity,メディア工房,Entertainment,グロース,2026/07/03,,5085000000,9325.925926,450,448,0.004464286,449,450,449.5,0.004469274,3300,450,448,-0.034334764,-0.124513619,-0.126213592,-0.132947977,0.679035378,0.359552318,454.5925926,43.00000783,,,7.736800641,-0.010102656,2026/04/28 6:57
999,3816 JT Equity,大和コンピューター,Software,スタンダード,2026/06/05,,4502728680,495.6521739,1140,1139,0.000877963,1139,1140,1139.5,0,600,1140,1129,0.032608696,0.016042781,-0.017241379,0.051678885,0.302196362,0.139002098,1133.086957,51.54718493,0.016666667,18.03133961,0.822023952,0.006101071,2026/04/28 6:57
1000,3817 JT Equity,ＳＲＡホールディングス,Software,プライム,2026/05/13,15:00,68884800000,30211.11111,4520,4455,0.014590348,4470,4525,4497.5,0.009539843,43600,4525,4450,-0.009857612,-0.176646303,-0.094310934,0.081861081,0.681304422,1.189117842,4696.666667,33.24534326,0.042035398,16.24443907,1.76381203,-0.03761533,2026/04/28 6:57
1001,3823 JT Equity,THE WHY HOW DO COMPANY,Software,スタンダード,2026/07/14,,6303470492,6800696.296,44,45,-0.022222222,44,45,44.5,-0.021978022,1527500,45,43,-0.063829787,-0.2,-0.254237288,-0.568627451,-0.607142857,-0.772020725,46.77777778,40.63669962,,,4.170848739,-0.059382423,2026/04/28 6:57
1002,3825 JT Equity,ﾘﾐｯｸｽﾎﾟｲﾝﾄ,IT Services,スタンダード,2026/05/15,11:00,32640811200,726485.1852,219,223,-0.01793722,219,220,219.5,-0.020089286,617200,223,218,-0.013513514,-0.161301751,-0.289103389,-0.352796438,-0.100672962,0.238160744,224.0740741,40.16894914,0.02283105,,1.117367968,-0.022644628,2026/04/28 6:57
1003,3826 JT Equity,システムインテグレータ,Software,スタンダード,,,5051750400,16085.18519,456,446,0.022421525,453,458,455.5,0.028216704,10500,456,443,0.04587156,-0.070194219,-0.047469842,0.267458828,0.15127257,-0.225489409,454.3703704,49.20116252,0.028508772,11.88104293,1.116244083,0.003586567,2026/04/28 6:57
1004,3834 JT Equity,朝日ネット,Diversified Telecommunication Services,プライム,2026/05/13,14:00,20224000000,50851.85185,632,627,0.007974482,630,633,631.5,0.00477327,51800,632,626,-0.0125,-0.079508929,-0.087331799,-0.057942708,0.196610072,0.023059086,647.3703704,35.1351085,0.039556962,11.67789232,1.272890932,-0.023742777,2026/04/28 6:57
1005,3835 JT Equity,ｅＢＡＳＥ,Software,プライム,2026/05/15,15:00,19243238400,70059.25926,408,404,0.00990099,405,408,406.5,0.001231527,69400,410,404,0.025125628,-0.058706868,-0.050264777,-0.203793403,-0.356506805,-0.541818365,410.7777778,45.81162898,0.037254901,15.99184729,2.556638937,-0.00676224,2026/04/28 6:57
1006,3836 JT Equity,アバントグループ,IT Services,プライム,2026/04/30,14:00,47424578667,97240.74074,1317,1305,0.009195402,1314,1319,1316.5,0.00842589,185600,1325,1308,0.032131661,-0.253401361,-0.143135979,-0.26751196,-0.02155138,-0.225805164,1339.222222,41.48059373,0.018982536,13.94506785,2.94598802,-0.016593379,2026/04/28 6:57
1007,3837 JT Equity,アドソル日進,IT Services,プライム,2026/05/12,14:00,25986764790,90737.03704,1503,1480,0.015540541,1501,1504,1502.5,0.014174823,96000,1509,1487,0.053997195,-0.103794198,0.025777725,0.562048845,0.874325588,0.275640672,1496.037037,48.27159331,0.030605456,17.97438381,3.326043461,0.004654272,2026/04/28 6:57
1008,3839 JT Equity,ＯＤＫソリューションズ,Professional Services,スタンダード,2026/04/30,14:00,5116800000,13977.77778,624,623,0.001605136,624,626,625,0.001602564,1200,625,620,0.006451613,-0.012508229,0.01785155,0.108561066,0.090693017,-0.157968033,623.8518519,50.01099794,0.016025641,18.34562829,0.857584941,0.000237473,2026/04/28 6:57
1009,3840 JT Equity,パス,Broadline Retail,スタンダード,2026/05/13,,4878133924,751107.4074,59,58,0.017241379,58,59,58.5,0,354600,61,58,-0.191780822,0.017241379,-0.385416667,-0.385416667,0.017241379,-0.404040404,64.96296296,39.16132326,,,1.908103118,-0.091790194,2026/04/28 6:57
1010,3841 JT Equity,ジーダット,Software,スタンダード,2026/05/15,14:00,4468901400,2244.444444,1143,1148,-0.004355401,1144,1160,1152,-0.003028992,3000,1145,1140,0.026954178,-0.097501397,-0.110384548,-0.057262606,0.500204871,1.032491337,1147.222222,43.77902581,0.034995626,23.19164046,1.23561925,-0.003680387,2026/04/28 6:57
1011,3842 JT Equity,ネクストジェン,Communications Equipment,スタンダード,2026/05/14,15:00,3024856200,8525.925926,978,971,0.007209063,973,980,976.5,0.001025115,1200,978,971,0.02408377,-0.065934936,-0.176465969,0.062964763,0.510171441,-0.195081509,980.3333333,46.10120501,0.025562372,9.528943313,1.297844778,-0.002380143,2026/04/28 6:57
1012,3843 JT Equity,フリービット,Diversified Telecommunication Services,プライム,2026/06/12,,33505434000,107522.2222,1431,1499,-0.045363576,1429,1437,1433,-0.042752171,336800,1445,1410,-0.00405954,-0.102439024,-0.065989848,-0.018666667,-0.009048722,0.735555856,1514.851852,28.61702857,0.028651293,8.975736327,3.503327086,-0.05535317,2026/04/28 6:57
1013,3844 JT Equity,コムチュア,IT Services,プライム,2026/05/15,14:00,44332200000,295248.1481,1375,1340,0.026119403,1371,1379,1375,0.026502426,373600,1381,1353,-0.069058903,-0.162658959,-0.112615346,-0.145954484,-0.255440547,-0.420462328,1427.740741,42.95965235,0.036363636,13.72273731,2.255010464,-0.036939998,2026/04/28 6:57
1014,3845 JT Equity,アイフリークモバイル,Software,スタンダード,2026/05/15,,6249339121,149870.3704,281,280,0.003571429,278,284,281,0.001782531,72300,283,273,0.133064516,0.190677966,0.248888889,2.26744186,1.145038168,0.797231168,278.2962963,49.10744354,,,6.602367723,0.009715198,2026/04/28 6:57
1015,3848 JT Equity,データ・アプリケーション,IT Services,スタンダード,2026/05/13,15:00,6820880000,14607.40741,920,904,0.017699115,914,932,923,0.01540154,2900,922,904,0.046643914,-0.054710932,0.179571562,0.169477429,0.102925503,0.214135495,907.9259259,50.73454261,0.038043478,18.97641741,1.181921069,0.013298523,2026/04/28 6:57
1016,3850 JT Equity,ｴﾇ･ﾃｨ･ﾃｨ･ﾃﾞｰﾀ･ｲﾝﾄﾗﾏｰﾄ,Software,スタンダード,2026/05/08,14:00,13442915000,23948.14815,2713,2669,0.016485575,2691,2713,2702,0.009527368,15100,2724,2689,-0.090207914,-0.293600613,-0.279767727,0.082185015,0.713042221,-0.044714313,2851.851852,37.41288063,0.018429783,15.1498399,2.365061938,-0.048688312,2026/04/28 6:57
1017,3851 JT Equity,日本一ソフトウェア,Entertainment,スタンダード,2026/05/15,14:00,4301168500,2565.384615,835,845,-0.01183432,835,844,839.5,-0.004151839,5500,842,831,-0.010663507,0.018117191,0.005924171,0.044709804,-0.286470634,-0.208419904,844.4615385,37.46766252,0.005988024,,0.532025673,-0.011204227,2026/04/28 6:57
1018,3853 JT Equity,アステリア,Software,プライム,2026/05/14,11:00,27303864665,1693207.407,1561,1557,0.002569043,1560,1567,1563.5,0.00128082,458600,1588,1536,0.05472973,0.145508802,-0.018442145,2.159944804,1.598113267,0.962073396,1513.444444,51.35131058,0.005765535,24.25957365,3.630287248,0.031422069,2026/04/28 6:57
1019,3854 JT Equity,アイル,Software,プライム,2026/06/05,,60001897088,57914.81481,2396,2389,0.002930096,2390,2397,2393.5,0.000208943,182200,2422,2384,0.013965298,-0.027677833,-0.009421988,0.066087893,-0.085748223,0.429522638,2399.444444,48.50012641,0.025876461,15.24220752,4.84381629,-0.001435517,2026/04/28 6:57
1020,3856 JT Equity,Ａｂａｌａｎｃｅ,Semiconductors & Semiconductor Equipment,スタンダード,2026/05/15,,9744994816,310148.1481,512,527,-0.028462998,506,513,509.5,-0.030447193,223300,517,499,-0.198748044,-0.097001764,-0.427932961,0.003064351,-0.942011281,-0.743217167,586.2962963,36.57885429,0.01171875,,0.260805132,-0.126721415,2026/04/28 6:57
1021,3858 JT Equity,ユビキタスＡＩ,Software,スタンダード,2026/05/20,14:00,3430552000,38951.85185,328,327,0.003058104,328,330,329,0.004580153,17300,331,327,-6.06E-03,-0.165394402,-0.068181818,-0.10626703,-0.115902965,-0.452420701,335.1481481,41.36264444,,,1.630373843,-0.021328324,2026/04/28 6:57
1022,3861 JT Equity,王子ホールディングス,Paper & Forest Products,プライム,2026/05/15,12:00,8.37676E+11,4445474.074,825.7999878,815.2,0.013002929,824.4000244,825.9000244,825.1500244,0.011151307,3851900,825.7999878,815.2000122,-0.014911144,-0.068023879,0.049952187,0.276172778,0.724689215,0.37776338,846.9629625,35.8821925,0.043594091,37.78978827,0.709352657,-0.024986895,2026/04/28 6:57
1023,3863 JT Equity,日本製紙,Paper & Forest Products,プライム,2026/05/15,14:00,1.47179E+11,1136562.963,1266,1302,-0.02764977,1265,1267,1266,-0.02764977,1133000,1305,1251,-0.005498822,0.105671587,0.076746845,0.135710697,0.199122906,0.016018396,1321.444444,34.55670797,0.011848341,9.309251755,0.301441361,-0.041957454,2026/04/28 6:57
1024,3864 JT Equity,三菱製紙,Paper & Forest Products,プライム,2026/05/14,14:00,41922722721,252851.8519,937,936,0.001068376,937,940,938.5,-0.002656748,221000,952,933,0.146878825,0.443575162,0.47709471,0.25388066,1.466383947,1.940977146,892.037037,54.56470478,0.016008538,,0.497810153,0.050404816,2026/04/28 6:57
1025,3865 JT Equity,北越コーポレーション,Paper & Forest Products,プライム,2026/05/15,14:00,1.45606E+11,365992.5926,893,880,0.014772727,891,894,892.5,0.012478729,1247300,893,876,-0.012168142,0.000930181,-0.059354295,-0.18940437,0.053995076,0.829063508,911.4074074,42.34079715,0.029115342,14.47091749,0.557658228,-0.020196684,2026/04/28 6:57
